;cidade;area;quartos;banheiro;estacionamento;andar;aceita animal?;mobilhado;valor condomínio (R$);valor do aluguel (R$);imposto do imóvel (R$);seguro fiança (R$);total (R$);valores mensais (R$);valores anuais (R$)
1726;Rio de Janeiro;104;3;2;2;4;aceita;mobilhado;1549;7000;337;91;8977;8549;103016
1727;São Paulo;50;2;1;1;9;aceita;sem mobilha;978;2430;124;31;3563;3408;41051
1728;Porto Alegre;75;2;2;1;6;aceita;sem mobilha;383;1400;117;21;1921;1783;21534
1729;São Paulo;145;3;2;1;2;aceita;mobilhado;1017;2000;12;26;3055;3017;36242
1730;São Paulo;211;3;5;3;12;aceita;mobilhado;2500;7000;750;89;10340;9500;114839
1731;São Paulo;30;1;1;0;2;não aceita;sem mobilha;0;2060;0;27;2087;2060;24747
1732;Campinas;170;4;3;1;10;não aceita;sem mobilha;1470;3700;0;47;5217;5170;62087
1733;São Paulo;86;2;2;1;4;aceita;sem mobilha;690;1900;93;25;2708;2590;31198
1734;Rio de Janeiro;230;3;4;3;10;aceita;sem mobilha;2000;3000;556;39;5595;5000;60595
1735;São Paulo;61;1;2;2;1;não aceita;mobilhado;2200;4000;250;51;6501;6200;74701
1736;São Paulo;383;4;4;5;11;não aceita;sem mobilha;2189;3004;709;39;5941;5193;63064
1737;São Paulo;210;3;3;0;-;aceita;sem mobilha;0;5500;734;83;6317;5500;66817
1738;São Paulo;60;2;2;1;14;não aceita;mobilhado;916;5650;59;72;6697;6566;78923
1739;São Paulo;213;4;6;4;1;aceita;mobilhado;3200;8500;970;108;12780;11700;141478
1740;Porto Alegre;93;2;2;3;6;aceita;mobilhado;873;3900;224;57;5054;4773;57557
1741;São Paulo;50;1;1;1;20;não aceita;mobilhado;781;5300;212;68;6361;6081;73252
1742;São Paulo;149;2;3;3;21;aceita;sem mobilha;1603;4500;883;58;7044;6103;74177
1743;São Paulo;410;4;5;5;1;aceita;sem mobilha;0;20000;0;254;20250;20000;240254
1744;São Paulo;40;1;1;1;14;aceita;mobilhado;474;3175;105;41;3795;3649;43934
1745;Rio de Janeiro;46;1;1;0;11;aceita;mobilhado;659;1500;101;20;2280;2159;26029
1746;São Paulo;378;4;4;8;-;aceita;mobilhado;0;10000;1334;151;11490;10000;121485
1747;São Paulo;60;2;2;2;11;aceita;mobilhado;760;3800;132;49;4741;4560;54901
1748;Rio de Janeiro;180;2;3;1;3;aceita;mobilhado;2500;8500;700;110;11810;11000;132810
1749;Belo Horizonte;70;2;2;2;1;não aceita;sem mobilha;300;1450;94;20;1864;1750;21114
1750;São Paulo;68;2;1;1;9;aceita;sem mobilha;0;2100;0;27;2127;2100;25227
1751;Rio de Janeiro;85;2;2;1;4;aceita;sem mobilha;763;1800;78;24;2665;2563;30858
1752;Belo Horizonte;140;4;2;2;2;aceita;sem mobilha;450;2281;221;31;2983;2731;33024
1753;Belo Horizonte;52;2;2;1;2;não aceita;sem mobilha;360;1650;86;22;2118;2010;24228
1754;Porto Alegre;63;2;2;0;7;não aceita;mobilhado;400;2600;109;38;3147;3000;36147
1755;São Paulo;65;2;2;2;13;aceita;mobilhado;1084;3300;207;42;4633;4384;52857
1756;Belo Horizonte;60;3;1;1;1;aceita;sem mobilha;348;950;63;13;1374;1298;15652
1757;Belo Horizonte;27;1;1;0;2;não aceita;sem mobilha;0;1167;334;16;1517;1167;14354
1758;São Paulo;260;4;4;3;11;não aceita;sem mobilha;3500;15000;1417;191;20110;18500;223608
1759;São Paulo;44;1;1;1;13;aceita;sem mobilha;400;1200;0;16;1616;1600;19216
1760;São Paulo;170;3;3;2;-;aceita;sem mobilha;0;4850;334;73;5257;4850;58607
1761;São Paulo;118;3;2;1;11;não aceita;sem mobilha;1116;4775;185;61;6137;5891;70938
1762;São Paulo;114;3;2;2;9;aceita;sem mobilha;900;3780;100;48;4828;4680;56308
1763;Belo Horizonte;154;4;2;2;2;aceita;sem mobilha;1465;2800;305;38;4608;4265;51523
1764;Rio de Janeiro;108;3;1;1;3;não aceita;mobilhado;2300;15000;334;194;17830;17300;208128
1765;São Paulo;147;3;2;2;4;aceita;mobilhado;1313;3600;414;46;5373;4913;59416
1766;São Paulo;365;3;4;3;15;aceita;sem mobilha;3700;12000;1250;153;17100;15700;189803
1767;Porto Alegre;109;3;2;1;2;aceita;mobilhado;681;2423;193;36;3333;3104;37477
1768;Belo Horizonte;148;3;3;2;3;aceita;mobilhado;284;2500;104;34;2922;2784;33546
1769;São Paulo;250;3;4;2;-;aceita;sem mobilha;0;6000;75;91;6166;6000;72166
1770;Campinas;79;2;1;1;3;não aceita;sem mobilha;245;1000;25;13;1283;1245;14978
1771;Rio de Janeiro;66;2;1;1;9;aceita;sem mobilha;997;2400;179;31;3607;3397;40974
1772;Campinas;54;1;1;1;6;não aceita;sem mobilha;0;1370;31;18;1419;1370;16489
1773;Campinas;87;3;1;1;6;aceita;sem mobilha;730;1200;64;16;2010;1930;23240
1774;São Paulo;640;4;4;4;12;aceita;mobilhado;5400;10200;1584;130;17310;15600;188914
1775;São Paulo;71;2;1;0;3;aceita;mobilhado;613;1040;0;14;1667;1653;19850
1776;São Paulo;35;1;1;1;6;não aceita;mobilhado;886;1250;90;16;2242;2136;25738
1777;São Paulo;57;2;2;1;2;não aceita;mobilhado;584;2300;50;30;2964;2884;34688
1778;São Paulo;38;1;1;0;8;não aceita;sem mobilha;480;1220;25;16;1741;1700;20441
1779;Rio de Janeiro;70;2;2;1;3;aceita;sem mobilha;990;3700;122;48;4860;4690;56450
1780;São Paulo;350;2;4;8;-;não aceita;sem mobilha;0;3300;450;50;3800;3300;40100
1781;Rio de Janeiro;300;4;3;2;5;não aceita;mobilhado;2500;12000;750;155;15410;14500;174905
1782;Porto Alegre;80;2;2;0;8;aceita;sem mobilha;430;1320;121;20;1891;1750;21141
1783;Rio de Janeiro;160;3;3;1;4;aceita;sem mobilha;1050;2900;317;38;4305;3950;47755
1784;Porto Alegre;117;3;2;2;10;aceita;sem mobilha;1564;5500;167;81;7312;7064;85016
1785;Porto Alegre;112;3;2;2;3;aceita;mobilhado;800;4100;100;60;5060;4900;58960
1786;Rio de Janeiro;100;2;2;1;-;aceita;sem mobilha;0;1870;0;29;1899;1870;22469
1787;Rio de Janeiro;160;4;2;1;2;aceita;sem mobilha;1500;4230;0;55;5785;5730;68815
1788;Porto Alegre;68;2;1;0;3;aceita;sem mobilha;270;700;19;11;1000;970;11670
1789;São Paulo;530;4;4;4;4;não aceita;sem mobilha;3857;5000;1636;64;10560;8857;107984
1790;São Paulo;210;3;2;2;-;aceita;mobilhado;0;3500;101;53;3654;3500;42154
1791;Rio de Janeiro;33;1;1;0;8;não aceita;mobilhado;600;3300;100;25;4025;3900;46925
1792;São Paulo;40;2;1;0;3;aceita;sem mobilha;348;1100;0;14;1462;1448;17390
1793;Belo Horizonte;200;5;5;8;-;aceita;sem mobilha;0;6000;1017;99;7116;6000;73116
1794;São Paulo;58;2;1;2;10;aceita;sem mobilha;383;1360;0;18;1761;1743;20934
1795;São Paulo;120;3;3;2;6;aceita;sem mobilha;1800;3400;134;44;5378;5200;62578
1796;São Paulo;162;3;4;0;-;aceita;sem mobilha;0;3200;267;49;3516;3200;38716
1797;São Paulo;301;4;5;4;3;aceita;mobilhado;4265;12500;1600;159;18520;16765;202939
1798;São Paulo;40;1;1;0;1;não aceita;sem mobilha;150;1800;38;23;2011;1950;23461
1799;Rio de Janeiro;45;1;1;0;5;aceita;sem mobilha;750;1000;34;13;1797;1750;21047
1800;Rio de Janeiro;135;3;2;1;2;aceita;sem mobilha;1940;3060;428;40;5468;5000;60468
1801;São Paulo;135;3;2;1;4;aceita;sem mobilha;1378;3290;279;42;4989;4668;56337
1802;Porto Alegre;102;3;2;2;8;aceita;mobilhado;1125;5525;225;81;6956;6650;80106
1803;São Paulo;76;2;2;2;6;aceita;sem mobilha;978;1400;123;18;2519;2378;28677
1804;São Paulo;180;4;1;1;13;aceita;sem mobilha;2420;8500;400;108;11430;10920;131548
1805;Belo Horizonte;72;2;2;1;-;aceita;sem mobilha;0;1250;66;21;1337;1250;15087
1806;São Paulo;128;2;3;1;4;aceita;sem mobilha;755;4339;85;55;5234;5094;61268
1807;Campinas;60;3;2;0;2;aceita;sem mobilha;350;2362;88;30;2830;2712;32662
1808;São Paulo;44;1;1;0;4;aceita;mobilhado;450;2500;30;32;3012;2950;35462
1809;São Paulo;189;3;3;1;12;aceita;sem mobilha;2143;5800;371;74;8388;7943;95761
1810;Porto Alegre;450;6;2;8;-;aceita;sem mobilha;0;4000;197;72;4269;4000;48269
1811;São Paulo;286;4;4;5;-;aceita;sem mobilha;0;10800;1125;163;12090;10800;130888
1812;São Paulo;276;4;6;4;10;aceita;mobilhado;3450;4500;1713;58;9721;7950;97171
1813;São Paulo;60;1;2;1;9;não aceita;mobilhado;844;3800;0;49;4693;4644;55777
1814;São Paulo;40;1;1;0;-;não aceita;sem mobilha;0;880;48;14;942;880;10622
1815;Rio de Janeiro;57;2;2;1;4;aceita;sem mobilha;600;1800;0;24;2424;2400;28824
1816;Campinas;45;1;1;1;3;aceita;sem mobilha;521;600;38;8;1167;1121;13498
1817;São Paulo;42;1;1;1;12;não aceita;mobilhado;712;3500;22;45;4279;4212;50611
1818;Rio de Janeiro;68;2;1;1;2;aceita;sem mobilha;560;1100;42;15;1717;1660;19977
1819;Rio de Janeiro;120;3;2;1;4;aceita;sem mobilha;1650;4800;355;62;6867;6450;77817
1820;São Paulo;360;4;4;2;4;aceita;sem mobilha;3340;11050;0;141;14530;14390;172821
1821;São Paulo;140;2;1;0;-;aceita;sem mobilha;0;1650;167;25;1842;1650;19992
1822;São Paulo;35;1;1;0;-;aceita;sem mobilha;0;1100;30;14;1144;1100;13244
1823;São Paulo;16;1;1;0;1;não aceita;sem mobilha;0;910;0;12;922;910;10932
1824;Campinas;110;3;1;1;13;aceita;sem mobilha;780;1100;108;9;1997;1880;22677
1825;Campinas;69;2;1;1;7;não aceita;sem mobilha;485;980;60;13;1538;1465;17653
1826;Belo Horizonte;59;2;2;0;2;não aceita;mobilhado;510;1400;112;19;2041;1910;23051
1827;São Paulo;336;4;4;6;-;aceita;sem mobilha;0;7677;950;116;8743;7677;93190
1828;São Paulo;210;4;4;3;5;aceita;mobilhado;2800;5000;917;64;8781;7800;94581
1829;São Paulo;242;4;5;4;4;aceita;mobilhado;3270;12000;930;153;16350;15270;184323
1830;Porto Alegre;28;1;1;0;4;aceita;sem mobilha;350;550;21;9;930;900;10830
1831;São Paulo;220;4;3;3;2;não aceita;mobilhado;4208;9000;1203;115;14530;13208;159814
1832;Porto Alegre;62;3;2;1;1;não aceita;sem mobilha;485;1629;54;24;2192;2114;25446
1833;Rio de Janeiro;111;3;2;2;11;aceita;mobilhado;1100;3500;325;46;4971;4600;55571
1834;Campinas;159;3;2;2;1;aceita;sem mobilha;1000;2500;334;32;3866;3500;42366
1835;Rio de Janeiro;70;2;2;0;5;aceita;mobilhado;690;2250;100;29;3069;2940;35409
1836;São Paulo;150;3;2;2;2;aceita;sem mobilha;1181;2000;384;26;3591;3181;38582
1837;São Paulo;50;1;1;1;17;aceita;mobilhado;776;4000;126;51;4953;4776;57489
1838;São Paulo;450;3;3;8;-;aceita;mobilhado;0;5015;400;76;5491;5015;60656
1839;Belo Horizonte;64;2;1;1;2;aceita;sem mobilha;252;850;78;12;1192;1102;13314
1840;São Paulo;600;5;7;5;-;aceita;sem mobilha;0;5200;155;79;5434;5200;62634
1841;São Paulo;70;1;1;0;8;aceita;sem mobilha;430;3200;109;41;3780;3630;43710
1842;São Paulo;76;3;2;0;6;aceita;sem mobilha;1160;1240;95;16;2511;2400;28911
1843;São Paulo;280;3;3;4;-;aceita;sem mobilha;0;6520;834;99;7453;6520;79173
1844;São Paulo;172;2;4;3;23;aceita;sem mobilha;1400;11000;775;140;13320;12400;149715
1845;São Paulo;246;3;4;4;3;aceita;mobilhado;3800;12000;750;153;16700;15800;190503
1846;São Paulo;64;2;1;1;8;aceita;sem mobilha;400;1500;101;20;2021;1900;22921
1847;Belo Horizonte;30;1;1;0;2;não aceita;sem mobilha;0;550;0;8;558;550;6608
1848;São Paulo;80;3;2;1;-;aceita;sem mobilha;0;2170;47;33;2250;2170;26120
1849;Rio de Janeiro;87;3;1;1;7;aceita;sem mobilha;786;1800;159;24;2769;2586;31215
1850;Porto Alegre;50;1;1;1;7;aceita;sem mobilha;250;800;0;12;1062;1050;12612
1851;Porto Alegre;50;1;1;0;6;aceita;sem mobilha;400;800;20;12;1232;1200;14432
1852;São Paulo;30;1;1;0;-;não aceita;sem mobilha;0;1850;167;28;2045;1850;22395
1853;São Paulo;43;1;1;0;6;aceita;sem mobilha;219;1472;42;6;1739;1691;20340
1854;São Paulo;300;3;4;0;-;aceita;mobilhado;0;10000;2000;151;12150;10000;122151
1855;Campinas;58;1;2;1;10;não aceita;sem mobilha;850;750;40;10;1650;1600;19250
1856;São Paulo;30;1;1;1;14;não aceita;sem mobilha;1379;1660;18;22;3079;3039;36508
1857;São Paulo;54;2;1;0;2;não aceita;sem mobilha;571;1700;135;22;2428;2271;27409
1858;Rio de Janeiro;80;2;2;1;2;não aceita;sem mobilha;1050;3500;167;46;4763;4550;54813
1859;Porto Alegre;62;2;2;1;10;aceita;sem mobilha;480;1600;9;24;2113;2080;24993
1860;Porto Alegre;66;2;2;0;3;aceita;sem mobilha;550;1200;50;18;1818;1750;21068
1861;São Paulo;80;2;2;1;2;aceita;sem mobilha;400;1500;36;20;1956;1900;22856
1862;São Paulo;560;4;4;7;2;aceita;sem mobilha;8600;15000;5000;191;28790;23600;288391
1863;São Paulo;30;1;1;1;5;aceita;mobilhado;500;3900;84;50;4534;4400;52934
1864;São Paulo;50;1;1;0;-;aceita;sem mobilha;0;1600;0;25;1625;1600;19225
1865;Rio de Janeiro;81;2;2;1;8;aceita;mobilhado;615;3500;225;46;4386;4115;49651
1866;São Paulo;218;4;4;4;3;não aceita;sem mobilha;2488;4930;1454;63;8935;7418;90533
1867;Campinas;54;2;1;2;6;aceita;sem mobilha;300;1200;46;16;1562;1500;18062
1868;Rio de Janeiro;60;2;1;0;-;não aceita;sem mobilha;0;1200;0;19;1219;1200;14419
1869;Belo Horizonte;100;3;1;1;2;aceita;sem mobilha;150;1200;0;16;1366;1350;16216
1870;São Paulo;156;2;3;2;8;aceita;mobilhado;2040;13590;292;173;16090;15630;188025
1871;São Paulo;300;3;4;3;1;aceita;mobilhado;3000;4000;0;51;7051;7000;84051
1872;São Paulo;39;1;1;1;3;não aceita;mobilhado;680;2500;115;32;3327;3180;38307
1873;São Paulo;150;4;3;4;-;aceita;sem mobilha;0;3000;500;46;3546;3000;36546
1874;São Paulo;140;2;3;4;10;aceita;mobilhado;2300;6170;417;79;8966;8470;102136
1875;São Paulo;240;4;4;3;1;aceita;sem mobilha;2800;4200;792;54;7846;7000;84846
1876;São Paulo;70;2;1;0;-;aceita;sem mobilha;0;1300;70;20;1390;1300;15690
1877;Campinas;462;4;7;4;-;aceita;sem mobilha;0;5000;590;76;5666;5000;60666
1878;Campinas;67;3;1;1;1;não aceita;sem mobilha;351;890;40;12;1293;1241;14944
1879;Belo Horizonte;100;2;1;0;-;aceita;sem mobilha;0;1200;63;20;1283;1200;14483
1880;Belo Horizonte;113;3;3;1;1;aceita;sem mobilha;350;1100;88;15;1553;1450;17503
1881;São Paulo;99;3;2;1;3;aceita;sem mobilha;390;2500;90;32;3012;2890;34802
1882;São Paulo;120;2;1;1;-;aceita;sem mobilha;0;2100;175;32;2307;2100;25407
1883;São Paulo;110;3;2;3;-;aceita;sem mobilha;0;2600;400;40;3040;2600;31640
1884;Porto Alegre;38;1;1;1;5;aceita;sem mobilha;342;980;51;15;1388;1322;15930
1885;Campinas;100;3;1;1;7;aceita;sem mobilha;999;1090;94;14;2197;2089;25176
1886;Rio de Janeiro;135;4;2;2;7;aceita;sem mobilha;1378;4200;468;55;6101;5578;67459
1887;Rio de Janeiro;130;3;2;1;10;aceita;mobilhado;1338;3250;450;42;5080;4588;55548
1888;Belo Horizonte;80;3;2;1;1;aceita;sem mobilha;305;1200;122;16;1643;1505;18198
1889;São Paulo;300;3;2;5;-;aceita;sem mobilha;0;11500;2000;173;13670;11500;140173
1890;Belo Horizonte;72;2;1;2;4;não aceita;sem mobilha;195;1300;97;18;1610;1495;18055
1891;São Paulo;70;3;2;2;3;aceita;sem mobilha;1058;1659;44;22;2783;2717;32670
1892;São Paulo;395;4;4;3;16;aceita;mobilhado;2137;15000;834;191;18160;17137;206669
1893;Porto Alegre;540;6;8;3;-;aceita;sem mobilha;0;15000;467;267;15730;15000;180734
1894;São Paulo;318;4;6;4;13;aceita;mobilhado;3450;10160;0;129;13740;13610;163449
1895;Belo Horizonte;42;2;1;1;5;aceita;sem mobilha;170;900;27;12;1109;1070;12879
1896;Rio de Janeiro;52;1;1;1;1;aceita;sem mobilha;613;1400;22;19;2054;2013;24197
1897;São Paulo;167;3;2;1;7;aceita;sem mobilha;1787;10850;532;138;13310;12637;152314
1898;São Paulo;50;1;1;0;6;não aceita;sem mobilha;467;1209;129;8;1813;1676;20249
1899;Campinas;65;2;2;1;4;não aceita;sem mobilha;412;1000;45;13;1470;1412;17002
1900;São Paulo;140;4;4;3;5;aceita;sem mobilha;1800;3600;583;46;6029;5400;65429
1901;São Paulo;92;3;1;1;3;aceita;sem mobilha;340;1600;4;21;1965;1940;23305
1902;Belo Horizonte;150;4;3;3;5;não aceita;sem mobilha;1200;3300;293;44;4837;4500;54337
1903;Campinas;60;1;1;0;3;aceita;sem mobilha;250;1300;75;17;1642;1550;18692
1904;Belo Horizonte;308;4;5;6;18;aceita;mobilhado;2000;13500;173;180;15850;15500;186353
1905;São Paulo;159;2;3;1;8;não aceita;mobilhado;1276;3230;49;41;4596;4506;54162
1906;São Paulo;240;3;5;4;-;aceita;sem mobilha;0;7500;459;113;8072;7500;90572
1907;Porto Alegre;65;3;2;0;5;não aceita;sem mobilha;450;1690;86;25;2251;2140;25791
1908;São Paulo;200;3;2;2;-;aceita;sem mobilha;0;5000;167;76;5243;5000;60243
1909;Campinas;130;3;5;2;2;aceita;sem mobilha;1170;3610;209;46;5035;4780;57615
1910;Rio de Janeiro;21;1;1;0;11;aceita;sem mobilha;519;1200;0;16;1735;1719;20644
1911;São Paulo;68;2;1;1;5;aceita;sem mobilha;525;1600;142;21;2288;2125;25663
1912;Porto Alegre;40;1;1;0;4;aceita;sem mobilha;450;900;38;14;1402;1350;16252
1913;Belo Horizonte;310;4;3;6;-;aceita;sem mobilha;0;3100;187;51;3338;3100;37438
1914;Campinas;103;2;1;1;4;não aceita;sem mobilha;635;1060;84;14;1793;1695;20438
1915;Rio de Janeiro;650;5;7;4;-;aceita;mobilhado;4100;15000;4241;229;23570;19100;233670
1916;Campinas;30;1;1;0;5;não aceita;mobilhado;380;500;10;7;897;880;10577
1917;Belo Horizonte;155;4;5;3;5;não aceita;sem mobilha;1200;5000;593;67;6860;6200;75060
1918;São Paulo;107;2;2;1;-;aceita;sem mobilha;400;2600;0;33;3033;3000;36033
1919;São Paulo;340;4;5;5;16;aceita;mobilhado;5200;12000;3400;153;20750;17200;209953
1920;Belo Horizonte;70;3;1;0;3;não aceita;sem mobilha;275;1200;104;16;1595;1475;17820
1921;Belo Horizonte;58;2;2;1;4;aceita;sem mobilha;310;950;86;13;1359;1260;15219
1922;São Paulo;70;3;2;1;6;não aceita;mobilhado;569;3300;159;42;4070;3869;46629
1923;São Paulo;240;3;3;0;-;aceita;sem mobilha;300;4300;292;65;4957;4600;55557
1924;Rio de Janeiro;130;3;2;1;5;aceita;sem mobilha;1300;2800;300;37;4437;4100;49537
1925;São Paulo;310;5;6;5;5;aceita;sem mobilha;6900;10000;1834;127;18860;16900;204761
1926;Rio de Janeiro;60;1;1;1;10;aceita;sem mobilha;731;1300;54;17;2102;2031;24443
1927;São Paulo;319;4;6;5;16;não aceita;sem mobilha;5000;10050;2900;128;18080;15050;183628
1928;Porto Alegre;81;2;1;0;2;aceita;sem mobilha;350;1150;5;17;1522;1500;18022
1929;Belo Horizonte;306;3;5;0;-;aceita;sem mobilha;0;8000;0;132;8132;8000;96132
1930;São Paulo;113;2;2;1;6;aceita;sem mobilha;1000;3000;50;39;4089;4000;48089
1931;São Paulo;280;3;4;2;3;não aceita;sem mobilha;4000;6000;1059;77;11140;10000;121136
1932;São Paulo;270;3;3;3;16;aceita;sem mobilha;2800;13000;959;165;16920;15800;190724
1933;São Paulo;78;2;1;1;7;aceita;sem mobilha;645;2000;35;26;2706;2645;31801
1934;São Paulo;60;1;2;1;-;aceita;sem mobilha;0;1500;30;23;1553;1500;18053
1935;São Paulo;30;1;1;0;-;aceita;sem mobilha;0;750;59;12;821;750;9071
1936;Rio de Janeiro;58;2;1;1;10;aceita;sem mobilha;594;800;77;11;1482;1394;16816
1937;Rio de Janeiro;65;1;1;0;2;aceita;sem mobilha;350;1800;30;24;2204;2150;25854
1938;São Paulo;58;1;1;1;1;não aceita;sem mobilha;580;1740;75;23;2418;2320;27938
1939;São Paulo;22;1;1;0;25;aceita;sem mobilha;385;2100;40;27;2552;2485;29887
1940;São Paulo;32;1;1;1;13;não aceita;mobilhado;811;3200;174;41;4226;4011;48347
1941;Campinas;176;3;5;3;3;aceita;sem mobilha;1350;5200;442;66;7058;6550;79108
1942;Belo Horizonte;350;7;5;4;-;aceita;sem mobilha;0;7500;357;123;7980;7500;90480
1943;São Paulo;260;4;4;2;5;aceita;mobilhado;2570;4400;584;56;7610;6970;84280
1944;São Paulo;100;2;1;0;-;aceita;sem mobilha;0;2300;198;35;2533;2300;27833
1945;Rio de Janeiro;65;1;1;0;10;não aceita;mobilhado;750;3500;142;46;4438;4250;51188
1946;Rio de Janeiro;600;7;6;1;12;não aceita;mobilhado;1300;15000;1167;194;17660;16300;196961
1947;Rio de Janeiro;300;4;3;1;-;aceita;sem mobilha;0;5000;367;77;5444;5000;60444
1948;São Paulo;430;4;3;4;-;aceita;sem mobilha;0;8500;1427;128;10060;8500;103555
1949;São Paulo;260;5;5;4;20;não aceita;sem mobilha;4000;8000;2620;102;14720;12000;146722
1950;Belo Horizonte;211;3;4;3;-;não aceita;sem mobilha;0;8400;292;138;8830;8400;101230
1951;Campinas;103;3;2;1;9;não aceita;sem mobilha;885;1800;113;23;2821;2685;32356
1952;Porto Alegre;62;2;2;0;2;aceita;sem mobilha;400;1556;100;23;2079;1956;23595
1953;Rio de Janeiro;80;2;2;1;1;aceita;mobilhado;1100;3499;205;46;4850;4599;55439
1954;São Paulo;60;1;1;1;-;não aceita;sem mobilha;0;1180;0;18;1198;1180;14178
1955;São Paulo;27;1;1;0;5;não aceita;sem mobilha;1404;3500;1;45;4950;4904;58894
1956;São Paulo;486;4;6;5;8;não aceita;sem mobilha;4614;4861;3772;62;13310;9475;117534
1957;São Paulo;40;1;1;1;12;aceita;mobilhado;480;1680;102;22;2284;2160;26044
1958;Rio de Janeiro;60;2;1;0;7;aceita;mobilhado;806;2800;97;37;3740;3606;43406
1959;Rio de Janeiro;64;2;2;0;10;aceita;sem mobilha;665;2200;104;29;2998;2865;34513
1960;Campinas;660;5;7;4;17;aceita;sem mobilha;5381;10000;1100;127;16610;15381;185799
1961;São Paulo;62;3;2;1;5;aceita;sem mobilha;487;2400;54;31;2972;2887;34729
1962;Porto Alegre;50;2;1;1;3;aceita;sem mobilha;180;946;0;14;1140;1126;13526
1963;São Paulo;380;3;4;4;-;aceita;sem mobilha;0;8000;952;121;9073;8000;97073
1964;Campinas;134;3;3;2;7;não aceita;sem mobilha;1000;2500;177;32;3709;3500;42209
1965;São Paulo;74;2;2;0;4;aceita;mobilhado;1105;3600;210;46;4961;4705;56716
1966;Belo Horizonte;68;2;2;1;5;aceita;mobilhado;1183;2500;207;34;3924;3683;44437
1967;Rio de Janeiro;33;1;1;0;2;aceita;sem mobilha;470;1600;72;21;2163;2070;24933
1968;São Paulo;60;2;1;0;-;aceita;sem mobilha;0;1100;0;17;1117;1100;13217
1969;São Paulo;50;1;1;1;25;não aceita;mobilhado;707;3700;30;47;4484;4407;52961
1970;São Paulo;57;2;2;2;6;aceita;sem mobilha;834;1630;189;21;2674;2464;29778
1971;São Paulo;39;1;1;1;4;aceita;sem mobilha;529;995;49;13;1586;1524;18350
1972;Porto Alegre;45;1;1;1;1;não aceita;sem mobilha;30;760;0;12;802;790;9492
1973;São Paulo;221;3;2;2;7;aceita;sem mobilha;1980;4500;200;58;6738;6480;78018
1974;São Paulo;140;3;2;0;8;aceita;mobilhado;2500;1799;375;23;4697;4299;51986
1975;Rio de Janeiro;650;5;4;2;9;aceita;sem mobilha;5718;9000;1431;116;16270;14718;178163
1976;São Paulo;210;5;4;1;-;aceita;sem mobilha;0;15000;1667;226;16890;15000;181893
1977;Belo Horizonte;100;4;2;3;10;aceita;sem mobilha;1027;2600;238;35;3900;3627;43797
1978;Rio de Janeiro;220;3;3;2;4;aceita;mobilhado;2500;9000;367;116;11980;11500;138483
1979;São Paulo;42;1;1;0;1;aceita;sem mobilha;400;1150;27;15;1592;1550;18642
1980;Rio de Janeiro;98;3;2;0;7;aceita;sem mobilha;891;3000;185;39;4115;3891;46916
1981;Rio de Janeiro;150;3;1;2;2;aceita;sem mobilha;3290;5200;710;68;9268;8490;102658
1982;São Paulo;170;3;3;4;-;aceita;sem mobilha;0;3500;222;53;3775;3500;42275
1983;São Paulo;60;2;1;0;-;aceita;sem mobilha;1;1610;0;25;1636;1611;19357
1984;São Paulo;120;3;4;2;-;aceita;sem mobilha;187;3450;149;52;3838;3637;43845
1985;São Paulo;142;2;3;2;18;aceita;sem mobilha;1400;3550;492;45;5487;4950;59937
1986;Porto Alegre;90;2;2;1;18;não aceita;sem mobilha;500;2500;84;37;3121;3000;36121
1987;São Paulo;140;3;3;2;3;aceita;sem mobilha;2400;6000;500;77;8977;8400;101377
1988;Rio de Janeiro;26;1;1;0;3;aceita;sem mobilha;325;1200;26;16;1567;1525;18342
1989;São Paulo;20;1;1;0;-;não aceita;sem mobilha;0;790;0;11;801;790;9491
1990;Porto Alegre;24;1;1;1;-;não aceita;sem mobilha;0;550;0;9;559;550;6609
1991;Rio de Janeiro;140;3;2;0;5;aceita;sem mobilha;350;2900;194;38;3482;3250;39232
1992;Belo Horizonte;134;4;2;3;1;não aceita;sem mobilha;650;3000;313;40;4003;3650;44153
1993;São Paulo;400;5;4;2;12;aceita;sem mobilha;2675;2000;832;26;5533;4675;56958
1994;Rio de Janeiro;18;1;1;0;3;aceita;sem mobilha;628;650;49;9;1336;1278;15394
1995;Rio de Janeiro;62;1;1;1;8;aceita;sem mobilha;1550;2800;182;37;4569;4350;52419
1996;São Paulo;192;3;3;3;16;aceita;mobilhado;1790;6500;630;83;9003;8290;100193
1997;São Paulo;80;3;2;1;6;aceita;sem mobilha;850;1790;128;23;2791;2640;31831
1998;Porto Alegre;38;1;1;1;9;aceita;sem mobilha;350;2900;42;43;3335;3250;39085
1999;Belo Horizonte;112;2;3;2;10;aceita;sem mobilha;442;1400;92;19;1953;1842;22215
2000;Rio de Janeiro;15;1;1;0;1;não aceita;sem mobilha;500;1100;0;15;1615;1600;19215
2001;São Paulo;29;1;1;0;5;aceita;sem mobilha;257;1043;0;14;1314;1300;15614
2002;Belo Horizonte;55;2;1;1;1;aceita;sem mobilha;200;1050;0;14;1264;1250;15014
